"IP Address","Port","Transport","Service","Operating System","Country","Country Code","City","Longitude","Latitude","Ransom Letter"
"79.148.121.57",3389,"tcp","Remote Desktop Protocol","Windows 11 (version 22H2) (build 10.0.22621)","Spain","ES","Madrid",-3.70256,40.4165,"All your valiable data has been encrypted!
Hello! Sorry, but we have inform you that your order has been blocked due to the issue of
securities. Make sure your data is not blocked.
All your valuable files were encrypted with strong encryption algorithms AES-256  RSA-2048
CHACHA and renamed. You can read about these algorithms in Google.
Your unique encryption key is stored securely on our server and your data can be decrypted
quickly and securely.
We can prove that we can decrypt all of your data. Please just send us 3 small encrypted files
which are randomly stored on your server.
We will decrypt these files and send them to you as a proof. Please note that files for free test
decryption should not contain valuable information.
As you know information is the most valuable resource in the world. Thats why all of your
confidential data was uploaded to our servers.
If you will not start a dialogue with us in 72 hours
we will be forced to publish your files in the Darknet. Your customers and partners will be
informed about the data leak by email or phone.
This way, your reputation will be ruined. If you will not react, we will be forced to sell the most
important information such as databases
to interested parties to generate some profit.
Please understand that we are just doing our job. We dont want to harm your company.
Think of this incident as an opportunity to improve your security. We are opened for dialogue
and ready to help you. We are professionals,
please dont try to fool us.
Out contacts
If you want to resolve this situation, please write here:"
"82.223.135.205",3389,"tcp","Remote Desktop Protocol","Windows Server 2008 R2 Standard","Spain","ES","Villanueva de la Cañada",-4.00428,40.44689,"Encrypted by Loki locker
All your files have been encrypted due to a security problem with your computer
If you want to restore them, write us to the e-maik: skylinexonionmail.org
Write this ID in the title of your message: 541BBFD4
In case of no answer in 24 hours write us to this e-maik skylinemsgsafe.io
4 Windows Server-2008rz
Standard"
"161.22.44.171",3389,"tcp","Remote Desktop Protocol","Windows Server 2022 (build 10.0.20348)","Spain","ES","Barcelona",2.15899,41.38879,"Your data is encrypted
(Do not scan the files with antivirus in any case. In case of data loss, the
consequences are yours)
Your personal ID: d7DeEuizScoSUEdMIJPTsQxy2K4KMPur1FsaiFT dnoFollowme
If you want to recover your files, write us to this e-mail:
yourdatacustodianonionmail.com
yOurdatacustodiancyberfear.com
Attention!
Do not rename encrypted files.
Do not try to decrypt your data using third party software - it may cause permanent
data loss.
We are always ready to cooperate and find the best way to solve your problem.
The faster you write - the more favorable conditions will be for you.
Our company values its reputation. We give all guarantees of your files decryption."
"60.248.242.54",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.19041)","Taiwan","TW","Kaohsiung",120.31333,22.61626,"ATTENTION!
Dont worry, you can return all your files!
All your files like pictures, databases, documents and other important are
encrypted with strongest encryption and unique key.
The only method of recovering files is to purchase decrypt tool and unique key
for you.
This software will decrypt all your encrypted files.
What guarantees you have
You can send one of your encrypted file from your PC and we decrypt it for free.
But we can decrypt only 1 file for free. File must not contain valuable
information.
Do not ask assistants from youtube and another sites,forums for help in
recovering your data.
They can use your free decryption quota and scam you.
Our contacts are in this text document only.
You can get and look video overview decrypt tool.
Price of private key and decryption software depends on your data
Discount 50 available if you contact us first 48 hours
Please note that youll never restore your data without payment.
Check your e-mail Spam or Junk folder if you dont get answer more than 6
hours.
We recommend to use GMAIL
To get this software you need write on our e-mail:
1)Mail - happynewyearcyberfear.com
IF WE NOT REPLY DURING 4 HOURS PLZ WRITE TO ANOTHER OUR CONTACTS!"
"194.5.237.200",3389,"tcp","Remote Desktop Protocol","Windows 7 Ultimate","Turkey","TR","Bursa",29.06013,40.19559,"Hi!
Have a troubles
Your personal ID:
7pacdKbqgdvSELgXRIXsWHgo49giSxXPmBI2bTLgDg ELONMUSKISGREEDY-7pac4Kb qgdvSELgXRIXsWHgo
We will solve your problem but you need to pay to get your files back
Iwill show you all possible proofs before payment
Attention!
Do not rename encrypted files.
Do not try to decrypt your data using third party software - it may cause permanent data loss.
We are always ready to cooperate and find the best way to solve your problem.
If you write in 24h you will have a good discount
Write us
1)Session Private Messenger
You can download it to chat with us
On your server,pc or laptop - getsession.orgdownload
Install it and press PLUS
Write new message
Put there my SESSION ID
0568a6df0e0cecd44aee201al c3cB71be786013afal0baeled00b704d98d2a9215
Tamam
. Windows 7 ultimate"
"104.247.160.142",3389,"tcp","Remote Desktop Protocol","Windows Server 2012 R2","Turkey","TR","Istanbul",28.9785,41.0165,"Encrypted by Shinra
Email us for recovery: filesupp911gmail.com
In case of no answer, send to this email: lambdasuppairmail.cc
Your unqiue ID:
46E16BF28BCD11BD4B4EAC025BEBD5DC
am Windows Server 2012R2"
"83.150.215.228",3389,"tcp","Remote Desktop Protocol","Windows Server 2012 R2","Turkey","TR","Istanbul",28.94966,41.01384,"Email : freeworld7001gmail.com
Encryption Number : mpmBoxXyDFkklykTm8f6WFRfyd8LUmCpxfiq2cOfZ2n4encryptedfiles
We Encrypted Your System. Pay If You Want Your Information. Send Me Your ID Address After Contacting Us
gm Windows Server 2012 R2"
"212.98.224.144",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.14393)","Turkey","TR","Bursa",29.06013,40.19559,"Your computer is encrypted
We encrypted and stolen all of your files.
Open HowToRecover.txt and follow the instructions to recover your files.
Your ID: 2AFC38F999141A5035F23CACB380621A"
"88.247.190.222",3389,"tcp","Remote Desktop Protocol","Windows 7 Ultimate","Turkey","TR","Istanbul",28.94966,41.01384,"Hello my dear friend
Your data is encrypted
Unfortunately for you, a major IT security weakness left you open to attack, your files have been encrypted
The only method of recovering files is to purchase decrypt tool and unique key for you.
If you want to recover your files, write us this way:
1) TOX messenger (fast and anonymous)
https:tox.chatdownload.html
Install qtox
Press sign up
Create your own name h
Press plus
Put there our tox ID:
E9164A982410EFAEBC451C1D5629A2CBB75DBB6BCDBD6D2BA94FADOA7BOB616F911496E469FB
And add mewrite message
2)ICQ - NEEDTOPAYT OMYHORSE
3)SKYPE - NEEDTOPAYTOMYHORSE DECRYPTION
Contact us soon, because those who dont have their data leaked in our press release blog and the price 2
Tamam
. Windows 7 ultimate"
"74.93.96.233",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.19041)","United States","US","Tacoma",-122.44429,47.25288,"Computer Use Agreement
All data stored on La Serena Holdings systems is the property of La Serena
Holdings. Users should be aware that the company cannot guarantee the
confidentiality of information stored on any La Serena Holdings system except
where required to do so by local laws.
La Serena Holdings systems exist to support and enable the business. A small
amount of personal use is, in most cases, allowed. However, it must not be in any
way detrimental to users own or their colleagues productivity and nor should it
result in any direct costs being borne by La Serena Holdings other than for trivial
amounts (e.g., an occasional short telephone call).
La Serena Holdings trusts employees to be fair and sensible when judging what
constitutes an acceptable level of personal use of the companys IT systems. If
employees are uncertain they should consult their manager.
Any information that is particularly sensitive or vulnerable must be encrypted and;or
securely stored so that unauthorized access is prevented (or at least made extremely
difficult). However, this must be done in a way that does not prevent-or risk
preventing-legitimate access by all properly-authorized parties.
La Serena Holdings can monitor the use of its IT systems and the data on it at any
time. This may include (except where precluded by local privacy laws) examination of
the content stored within the email and data files of any user, and examination of
the access history of any users.
La Serena Holdings reserves the right to regularly audit networks and systems to
ensure compliance with this policy. By continuing you accept these conditions."
"70.165.57.168",3389,"tcp","Remote Desktop Protocol","Windows Server 2012 R2","United States","US","Rancho Santa Margarita",-117.6031,33.64086,"AY
Hi Company,
Every byte on any types of your devices was encrypted.
Dont try to use backups because it were encrypted too.
To get all your data back contact us:
pedrig046546onionmail.org
Also, be aware that we downloaded files from your servers and in case of non-payment we will be forced to
upload them on our website, and if necessary, we will sell them on the darknet.
Check out our website, we just posted there new updates for our partners: http:f7
pysa2bitc5ldeyfak4seeruqymqs4s)5wt5qkcq7aoyg4h2acqieywad.onion
To go to our site you have to use TOR Browser. Download link: https:www.torproject.orgdownload;
Q: How can I make sure you dont fooling me2
A: You can send us 2 files(max 2mb).
vm
Q: What to do to get all data back
A: Dont restart the computer, dont move files and write us.
Re
Q: What if I have no response
A: Wait and we will answer you in 24 hours.
EX
Q: What to tell my boss
A: Protect Your System Amigo.
gm Windows Server 2012 R2"
"67.81.50.5",3389,"tcp","Remote Desktop Protocol","Windows Server 2022 (build 10.0.20348)","United States","US","Mercerville",-74.68655,40.23705,"Encrypted by Loki locker
All your files have been encrypted due to a security problem with your computer
If you want to restore them, write us to the e-mail: rdprecoverymail.ee
Write this ID in the title of your message: 3771B770
In case of no answer in 24 hours write us to this e-mail: rdprecovery1my.com"
"40.113.195.23",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.17763)","United States","US","Des Moines",-93.60911,41.60054,"All your files have been encrypted due to a security problem with your PC.
If you want to restore them, please send an email hash-keytutanota.com
You have to pay for decryption in Bitcoin. The price depends on how fast you
contact us.
After payment we will send you the decryption tool.
Your unique ID is: kB3aWenYOVEENx3gtUts-2EmHF-iIMtvfWEXJOjO1F4hash-
keytutanota.com
What is our decryption guarantee
Before paying you can send us up to 3 test files for free decryption. The total size of
files must be less than 2Mb (non archived), and files should not contain valuable
information (databases ,backups, large excel sheets, etc.).
Attention!
DO NOT pay any money before decrypting the test files.
DO NOT trust any intermediary. They wont help you and you may be victim of scam.
Just email us, we help you in any steps.
DO NOT reply to other emails. ONLY this email can help you.
Do not rename encrypted files.
Do not try to decrypt your data using third party software, it may cause permanent
data loss."
"13.92.81.77",3389,"tcp","Remote Desktop Protocol","Windows Server 2012 R2","United States","US","Herndon",-77.3861,38.96955,"Your computer is encrypted
We encrypted and stolen all of your files.
Open HowToRecover.txt and follow the instructions to recover your files.
Your ID: 6E60F4994CE20A74E917D36F73A2C30E
gm Windows Server 2012 R2"
"76.53.41.66",3389,"tcp","Remote Desktop Protocol","Windows Server 2008 Standard","United States","US","Santa Fe Springs",-118.08535,33.94724,"Your computer is encrypted
We encrypted and stolen all of your files.
Open HowToRecover.txt and follow the instructions to recover your files.
Your ID: 5819120BO0FDIC4735F23CACB380621A
EAT ea we
Standard"
"136.32.73.209",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.19041)","United States","US","Lee's Summit",-94.38217,38.91084,"Hello my dear friend (Do not scan the files with antivirus in any case. In case of data
loss, the consequences are yours)
Your data is encrypted
Your decryption ID is
MZcyPITQdbV07AeOJo4ATSbVEcRchcYfewExQzNtkHgELPACO-team
Unfortunately for you, a major IT security weakness left you open to attack, your files
have been encrypted
The only method of recovering files is to purchase decrypt tool and unique key for
you.
If you want to recover your files, write us
1) eMail - derick btctuta.io
2) Telegram - DataSupport911 or https:(At.mesDataSupport911
Attention!
Do not rename encrypted files.
Do not try to decrypt your data using third party software - it may cause permanent
data loss.
We are always ready to cooperate and find the best way to solve your problem.
The faster you write - the more favorable conditions will be for you.
Our company values its reputation. We give all guarantees of your files decryption."
"24.96.192.27",3389,"tcp","Remote Desktop Protocol","Windows Server 2012 R2","United States","US","Cedar Grove",-85.6252,30.17103,"Childrens Home Society of Florida
You are logging into the CHS Domain. Unauthorized use is strictly prohibited.
Violators will be prosecuted to the fullest extent of the law!
Statewide Directive CHS5012 located on the Intranet under
Policies and Procedures
Management Information Systems
CHS5012 State Dir Internet Usage
Specifies that CHS reserves the night to access and monitor all messages and files on the computer systems.
Employees operating the Internet and Email systems should use discretion that reflects them as being
representatives of CHS.
Confidential client information must be encrypted prior to sending via e-mail.
All network activity is monitored and logged for security purposes.
am Windows Server 2012R2"
"213.230.67.56",3389,"tcp","Remote Desktop Protocol","Windows 7 Ultimate","Uzbekistan","UZ","Tashkent",69.21627,41.26465,"Redeemer Ransomware - Your Data Is Encrypted
8888888b. 888
888 Y88b 888
Fit ol ete 888
888 d88P .d88b. .d88888 .d88b. .d88b. 88888b.d88b. .d88b. 888d888
8888888P d8P Y8b d88 888 d8P Y8b d8P Y8b 888 888 88b d8P Y8b 888P
888 T88b 88888888 888 888 88888888 88888888 888 888 888 88888888 888
888 T88b Y8b. Y88b888Y8b. Y8b. 888 888 888 Y8b. 888
888 T88b Y8888 Y88888 Y8888 Y8888 888 888 888 Y8888 888
Made by Cerebrate
Visit the official Redeemer Ransomware Tor website -
redeemergd6gjtzgiufSjgpkk6i3xybkhsldzjoyjaxivyzinhvm:Rad.onion
(Question 1) What happened to my computer
I cannot access my files and they have changed their extension
(Answer 1) Your files have been encrypted by Redeemer, a Darknet ransomware operation.
(Question 2) Is there any way to recover my files2
(Answer 2 Yes, you can recover your files. This will however cost you money in Monero (XMR).
CAT le lo) WA Ere Es"
"157.66.26.219",3389,"tcp","Remote Desktop Protocol","Windows Server 2022 (build 10.0.20348)","Viet Nam","VN","Hanoi",105.84117,21.0245,"Encrypted by Shinra
Email us for recovery: emmo.encryptonionmail.org
In case of no answer, send to this email: dark.encryptonionmail.org
Your ungiue ID:
56CD192D5CE77F49279A098397FSDA11"
"171.244.142.238",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.14393)","Viet Nam","VN","Ho Chi Minh City",106.62965,10.82302,"Your computer is encrypted
We encrypted and stolen all of your files.
Open HowToRecover.txt and follow the instructions to recover your files.
Your ID: 11DE9A210BECE30F35F23CACB380621A"
